Country,Foodname,Measure,Year,Value
AUS,RICE,TONNE_HA,1990,5.3741145
AUS,RICE,TONNE_HA,1991,5.897753
AUS,RICE,TONNE_HA,1992,5.9031496
AUS,RICE,TONNE_HA,1993,5.2213116
AUS,RICE,TONNE_HA,1994,5.457576
AUS,RICE,TONNE_HA,1995,5.925
AUS,RICE,TONNE_HA,1996,4.257047
AUS,RICE,TONNE_HA,1997,5.545181
AUS,RICE,TONNE_HA,1998,6.2707396
AUS,RICE,TONNE_HA,1999,5.924013
AUS,RICE,TONNE_HA,2000,5.506511
AUS,RICE,TONNE_HA,2001,6.191418
AUS,RICE,TONNE_HA,2002,5.521278
AUS,RICE,TONNE_HA,2003,6.3801966
AUS,RICE,TONNE_HA,2004,5.555994
AUS,RICE,TONNE_HA,2005,4.4149666
AUS,RICE,TONNE_HA,2006,6.5562177
AUS,RICE,TONNE_HA,2007,5.43605
AUS,RICE,TONNE_HA,2008,5.558334
AUS,RICE,TONNE_HA,2009,5.6434526
AUS,RICE,TONNE_HA,2010,6.9409437
AUS,RICE,TONNE_HA,2011,6.3452764
AUS,RICE,TONNE_HA,2012,5.943481
AUS,RICE,TONNE_HA,2013,6.8529825
AUS,RICE,TONNE_HA,2014,7.28364
AUS,RICE,TONNE_HA,2015,6.610538
AUS,RICE,TONNE_HA,2016,7.267326
AUS,RICE,TONNE_HA,2017,6.7915936
AUS,RICE,TONNE_HA,2018,6.8597565
AUS,RICE,TONNE_HA,2019,6.928192
AUS,RICE,TONNE_HA,2020,6.9981866
AUS,RICE,TONNE_HA,2021,7.067029
AUS,RICE,TONNE_HA,2022,7.1363893
AUS,RICE,TONNE_HA,2023,7.205349
AUS,WHEAT,TONNE_HA,1990,1.6344041
AUS,WHEAT,TONNE_HA,1991,1.4697201
AUS,WHEAT,TONNE_HA,1992,1.7811481
AUS,WHEAT,TONNE_HA,1993,1.965764
AUS,WHEAT,TONNE_HA,1994,1.143708
AUS,WHEAT,TONNE_HA,1995,1.7965513
AUS,WHEAT,TONNE_HA,1996,2.096196
AUS,WHEAT,TONNE_HA,1997,1.8414903
AUS,WHEAT,TONNE_HA,1998,1.8533806
AUS,WHEAT,TONNE_HA,1999,2.034681
AUS,WHEAT,TONNE_HA,2000,1.7773312
AUS,WHEAT,TONNE_HA,2001,2.0952833
AUS,WHEAT,TONNE_HA,2002,0.91733813
AUS,WHEAT,TONNE_HA,2003,2.1072495
AUS,WHEAT,TONNE_HA,2004,1.6348234
AUS,WHEAT,TONNE_HA,2005,2.023065
AUS,WHEAT,TONNE_HA,2006,0.9172741
AUS,WHEAT,TONNE_HA,2007,1.0787884
AUS,WHEAT,TONNE_HA,2008,1.5831486
AUS,WHEAT,TONNE_HA,2009,1.5729414
AUS,WHEAT,TONNE_HA,2010,2.0300696
AUS,WHEAT,TONNE_HA,2011,2.1511292
AUS,WHEAT,TONNE_HA,2012,1.7609215
AUS,WHEAT,TONNE_HA,2013,2.0061047
AUS,WHEAT,TONNE_HA,2014,1.9172319
AUS,WHEAT,TONNE_HA,2015,1.8911123
AUS,WHEAT,TONNE_HA,2016,2.7194612
AUS,WHEAT,TONNE_HA,2017,2.1934776
AUS,WHEAT,TONNE_HA,2018,2.205754
AUS,WHEAT,TONNE_HA,2019,2.2148514
AUS,WHEAT,TONNE_HA,2020,2.2264516
AUS,WHEAT,TONNE_HA,2021,2.2385037
AUS,WHEAT,TONNE_HA,2022,2.2495186
AUS,WHEAT,TONNE_HA,2023,2.260428
CAN,RICE,TONNE_HA,1990,0
CAN,RICE,TONNE_HA,1991,0
CAN,RICE,TONNE_HA,1992,0
CAN,RICE,TONNE_HA,1993,0
CAN,RICE,TONNE_HA,1994,0
CAN,RICE,TONNE_HA,1995,0
CAN,RICE,TONNE_HA,1996,0
CAN,RICE,TONNE_HA,1997,0
CAN,RICE,TONNE_HA,1998,0
CAN,RICE,TONNE_HA,1999,0
CAN,RICE,TONNE_HA,2000,0
CAN,RICE,TONNE_HA,2001,0
CAN,RICE,TONNE_HA,2002,0
CAN,RICE,TONNE_HA,2003,0
CAN,RICE,TONNE_HA,2004,0
CAN,RICE,TONNE_HA,2005,0
CAN,RICE,TONNE_HA,2006,0
CAN,RICE,TONNE_HA,2007,0
CAN,RICE,TONNE_HA,2008,0
CAN,RICE,TONNE_HA,2009,0
CAN,RICE,TONNE_HA,2010,0
CAN,RICE,TONNE_HA,2011,0
CAN,RICE,TONNE_HA,2012,0
CAN,RICE,TONNE_HA,2013,0
CAN,RICE,TONNE_HA,2014,0
CAN,RICE,TONNE_HA,2015,0
CAN,RICE,TONNE_HA,2016,0
CAN,RICE,TONNE_HA,2017,0
CAN,RICE,TONNE_HA,2018,0
CAN,RICE,TONNE_HA,2019,0
CAN,RICE,TONNE_HA,2020,0
CAN,RICE,TONNE_HA,2021,0
CAN,RICE,TONNE_HA,2022,0
CAN,RICE,TONNE_HA,2023,0
CAN,WHEAT,TONNE_HA,1990,2.2768788
CAN,WHEAT,TONNE_HA,1991,2.2559035
CAN,WHEAT,TONNE_HA,1992,2.160365
CAN,WHEAT,TONNE_HA,1993,2.2001262
CAN,WHEAT,TONNE_HA,1994,2.1274157
CAN,WHEAT,TONNE_HA,1995,2.2467027
CAN,WHEAT,TONNE_HA,1996,2.4302874
CAN,WHEAT,TONNE_HA,1997,2.1285388
CAN,WHEAT,TONNE_HA,1998,2.2549603
CAN,WHEAT,TONNE_HA,1999,2.5970926
CAN,WHEAT,TONNE_HA,2000,2.4445868
CAN,WHEAT,TONNE_HA,2001,1.945236
CAN,WHEAT,TONNE_HA,2002,1.8324206
CAN,WHEAT,TONNE_HA,2003,2.256459
CAN,WHEAT,TONNE_HA,2004,2.6409378
CAN,WHEAT,TONNE_HA,2005,2.7380526
CAN,WHEAT,TONNE_HA,2006,2.6095767
CAN,WHEAT,TONNE_HA,2007,2.3317277
CAN,WHEAT,TONNE_HA,2008,2.8574908
CAN,WHEAT,TONNE_HA,2009,2.789729
CAN,WHEAT,TONNE_HA,2010,2.8085003
CAN,WHEAT,TONNE_HA,2011,2.9567962
CAN,WHEAT,TONNE_HA,2012,2.8645797
CAN,WHEAT,TONNE_HA,2013,3.5943072
CAN,WHEAT,TONNE_HA,2014,3.103399
CAN,WHEAT,TONNE_HA,2015,2.8811681
CAN,WHEAT,TONNE_HA,2016,3.5738857
CAN,WHEAT,TONNE_HA,2017,3.186151
CAN,WHEAT,TONNE_HA,2018,3.2592685
CAN,WHEAT,TONNE_HA,2019,3.2709963
CAN,WHEAT,TONNE_HA,2020,3.282724
CAN,WHEAT,TONNE_HA,2021,3.2944515
CAN,WHEAT,TONNE_HA,2022,3.306179
CAN,WHEAT,TONNE_HA,2023,3.3179066
JPN,RICE,TONNE_HA,1990,4.586352
JPN,RICE,TONNE_HA,1991,4.246571
JPN,RICE,TONNE_HA,1992,4.5484986
JPN,RICE,TONNE_HA,1993,3.318188
JPN,RICE,TONNE_HA,1994,4.907227
JPN,RICE,TONNE_HA,1995,4.5975866
JPN,RICE,TONNE_HA,1996,4.740346
JPN,RICE,TONNE_HA,1997,4.6506143
JPN,RICE,TONNE_HA,1998,4.5073624
JPN,RICE,TONNE_HA,1999,4.6490774
JPN,RICE,TONNE_HA,2000,4.857593
JPN,RICE,TONNE_HA,2001,4.809872
JPN,RICE,TONNE_HA,2002,4.770992
JPN,RICE,TONNE_HA,2003,4.239971
JPN,RICE,TONNE_HA,2004,4.6498413
JPN,RICE,TONNE_HA,2005,4.8189006
JPN,RICE,TONNE_HA,2006,4.592261
JPN,RICE,TONNE_HA,2007,4.7189984
JPN,RICE,TONNE_HA,2008,4.913115
JPN,RICE,TONNE_HA,2009,4.72749
JPN,RICE,TONNE_HA,2010,4.7208834
JPN,RICE,TONNE_HA,2011,4.830084
JPN,RICE,TONNE_HA,2012,4.884148
JPN,RICE,TONNE_HA,2013,4.876762
JPN,RICE,TONNE_HA,2014,5.0149255
JPN,RICE,TONNE_HA,2015,5.19055
JPN,RICE,TONNE_HA,2016,5.3259044
JPN,RICE,TONNE_HA,2017,5.177127
JPN,RICE,TONNE_HA,2018,5.332616
JPN,RICE,TONNE_HA,2019,5.347385
JPN,RICE,TONNE_HA,2020,5.3621545
JPN,RICE,TONNE_HA,2021,5.3769236
JPN,RICE,TONNE_HA,2022,5.3916926
JPN,RICE,TONNE_HA,2023,5.4064617
JPN,WHEAT,TONNE_HA,1990,3.655914
JPN,WHEAT,TONNE_HA,1991,3.1797235
JPN,WHEAT,TONNE_HA,1992,3.5384614
JPN,WHEAT,TONNE_HA,1993,3.4749455
JPN,WHEAT,TONNE_HA,1994,3.7195523
JPN,WHEAT,TONNE_HA,1995,2.934567
JPN,WHEAT,TONNE_HA,1996,3.0157728
JPN,WHEAT,TONNE_HA,1997,3.6380951
JPN,WHEAT,TONNE_HA,1998,3.51418
JPN,WHEAT,TONNE_HA,1999,3.4537914
JPN,WHEAT,TONNE_HA,2000,3.7595627
JPN,WHEAT,TONNE_HA,2001,3.555104
JPN,WHEAT,TONNE_HA,2002,4.0067663
JPN,WHEAT,TONNE_HA,2003,4.0339303
JPN,WHEAT,TONNE_HA,2004,4.0375586
JPN,WHEAT,TONNE_HA,2005,4.088785
JPN,WHEAT,TONNE_HA,2006,3.8394496
JPN,WHEAT,TONNE_HA,2007,4.3333335
JPN,WHEAT,TONNE_HA,2008,4.215311
JPN,WHEAT,TONNE_HA,2009,3.236678
JPN,WHEAT,TONNE_HA,2010,2.7597873
JPN,WHEAT,TONNE_HA,2011,3.5286052
JPN,WHEAT,TONNE_HA,2012,4.1013384
JPN,WHEAT,TONNE_HA,2013,3.8629875
JPN,WHEAT,TONNE_HA,2014,4.007526
JPN,WHEAT,TONNE_HA,2015,4.711403
JPN,WHEAT,TONNE_HA,2016,4.1708136
JPN,WHEAT,TONNE_HA,2017,4.191668
JPN,WHEAT,TONNE_HA,2018,4.212631
JPN,WHEAT,TONNE_HA,2019,4.233711
JPN,WHEAT,TONNE_HA,2020,4.254877
JPN,WHEAT,TONNE_HA,2021,4.276135
JPN,WHEAT,TONNE_HA,2022,4.297516
JPN,WHEAT,TONNE_HA,2023,4.319002
KOR,RICE,TONNE_HA,1990,4.505179
KOR,RICE,TONNE_HA,1991,4.4555964
KOR,RICE,TONNE_HA,1992,4.6079135
KOR,RICE,TONNE_HA,1993,4.1816444
KOR,RICE,TONNE_HA,1994,4.588906
KOR,RICE,TONNE_HA,1995,4.446537
KOR,RICE,TONNE_HA,1996,5.0716324
KOR,RICE,TONNE_HA,1997,5.178247
KOR,RICE,TONNE_HA,1998,4.8132486
KOR,RICE,TONNE_HA,1999,4.935927
KOR,RICE,TONNE_HA,2000,4.93375
KOR,RICE,TONNE_HA,2001,5.09156
KOR,RICE,TONNE_HA,2002,4.6779447
KOR,RICE,TONNE_HA,2003,4.380909
KOR,RICE,TONNE_HA,2004,4.9943604
KOR,RICE,TONNE_HA,2005,4.8670874
KOR,RICE,TONNE_HA,2006,4.899339
KOR,RICE,TONNE_HA,2007,4.638509
KOR,RICE,TONNE_HA,2008,5.17595
KOR,RICE,TONNE_HA,2009,5.3177223
KOR,RICE,TONNE_HA,2010,4.815086
KOR,RICE,TONNE_HA,2011,4.9471836
KOR,RICE,TONNE_HA,2012,4.7177544
KOR,RICE,TONNE_HA,2013,5.0803313
KOR,RICE,TONNE_HA,2014,5.2001324
KOR,RICE,TONNE_HA,2015,5.4130826
KOR,RICE,TONNE_HA,2016,5.38912
KOR,RICE,TONNE_HA,2017,5.3341117
KOR,RICE,TONNE_HA,2018,5.362985
KOR,RICE,TONNE_HA,2019,5.3918586
KOR,RICE,TONNE_HA,2020,5.420732
KOR,RICE,TONNE_HA,2021,5.449606
KOR,RICE,TONNE_HA,2022,5.4784794
KOR,RICE,TONNE_HA,2023,5.507353
KOR,WHEAT,TONNE_HA,1990,3.0238085
KOR,WHEAT,TONNE_HA,1991,3.0955038
KOR,WHEAT,TONNE_HA,1992,3.3658516
KOR,WHEAT,TONNE_HA,1993,2.7111511
KOR,WHEAT,TONNE_HA,1994,3.7044668
KOR,WHEAT,TONNE_HA,1995,4.438581
KOR,WHEAT,TONNE_HA,1996,3.919268
KOR,WHEAT,TONNE_HA,1997,4.0440693
KOR,WHEAT,TONNE_HA,1998,3.4846935
KOR,WHEAT,TONNE_HA,1999,3.669928
KOR,WHEAT,TONNE_HA,2000,2.5451574
KOR,WHEAT,TONNE_HA,2001,3.1049178
KOR,WHEAT,TONNE_HA,2002,3.2267697
KOR,WHEAT,TONNE_HA,2003,3.0512037
KOR,WHEAT,TONNE_HA,2004,3.32885
KOR,WHEAT,TONNE_HA,2005,3.2058454
KOR,WHEAT,TONNE_HA,2006,3.3429227
KOR,WHEAT,TONNE_HA,2007,3.8127592
KOR,WHEAT,TONNE_HA,2008,4.0639467
KOR,WHEAT,TONNE_HA,2009,3.7067297
KOR,WHEAT,TONNE_HA,2010,3.1173096
KOR,WHEAT,TONNE_HA,2011,3.348436
KOR,WHEAT,TONNE_HA,2012,3.909792
KOR,WHEAT,TONNE_HA,2013,2.5852435
KOR,WHEAT,TONNE_HA,2014,3.2603064
KOR,WHEAT,TONNE_HA,2015,2.6233623
KOR,WHEAT,TONNE_HA,2016,3.4198782
KOR,WHEAT,TONNE_HA,2017,3.4454846
KOR,WHEAT,TONNE_HA,2018,3.4702563
KOR,WHEAT,TONNE_HA,2019,3.4942334
KOR,WHEAT,TONNE_HA,2020,3.5174534
KOR,WHEAT,TONNE_HA,2021,3.5399518
KOR,WHEAT,TONNE_HA,2022,3.5617616
KOR,WHEAT,TONNE_HA,2023,3.582914
MEX,RICE,TONNE_HA,1990,2.6666667
MEX,RICE,TONNE_HA,1991,2.7142856
MEX,RICE,TONNE_HA,1992,2.857143
MEX,RICE,TONNE_HA,1993,3.2158468
MEX,RICE,TONNE_HA,1994,2.808631
MEX,RICE,TONNE_HA,1995,3.088257
MEX,RICE,TONNE_HA,1996,2.9971824
MEX,RICE,TONNE_HA,1997,2.730063
MEX,RICE,TONNE_HA,1998,2.9770906
MEX,RICE,TONNE_HA,1999,2.9086576
MEX,RICE,TONNE_HA,2000,2.9670155
MEX,RICE,TONNE_HA,2001,4.2575846
MEX,RICE,TONNE_HA,2002,4.5027046
MEX,RICE,TONNE_HA,2003,4.551124
MEX,RICE,TONNE_HA,2004,4.4645066
MEX,RICE,TONNE_HA,2005,5.065292
MEX,RICE,TONNE_HA,2006,3.1490195
MEX,RICE,TONNE_HA,2007,2.7331111
MEX,RICE,TONNE_HA,2008,2.9359424
MEX,RICE,TONNE_HA,2009,3.1914203
MEX,RICE,TONNE_HA,2010,3.4151053
MEX,RICE,TONNE_HA,2011,3.3532836
MEX,RICE,TONNE_HA,2012,3.699985
MEX,RICE,TONNE_HA,2013,3.569758
MEX,RICE,TONNE_HA,2014,3.7586472
MEX,RICE,TONNE_HA,2015,3.8215826
MEX,RICE,TONNE_HA,2016,3.881287
MEX,RICE,TONNE_HA,2017,3.8205056
MEX,RICE,TONNE_HA,2018,3.879334
MEX,RICE,TONNE_HA,2019,3.9386566
MEX,RICE,TONNE_HA,2020,4.000757
MEX,RICE,TONNE_HA,2021,4.061112
MEX,RICE,TONNE_HA,2022,4.1224394
MEX,RICE,TONNE_HA,2023,4.1832304
MEX,WHEAT,TONNE_HA,1990,4.2132907
MEX,WHEAT,TONNE_HA,1991,4.127219
MEX,WHEAT,TONNE_HA,1992,3.9530234
MEX,WHEAT,TONNE_HA,1993,4.082108
MEX,WHEAT,TONNE_HA,1994,4.3033824
MEX,WHEAT,TONNE_HA,1995,3.7319503
MEX,WHEAT,TONNE_HA,1996,4.1706414
MEX,WHEAT,TONNE_HA,1997,4.7346625
MEX,WHEAT,TONNE_HA,1998,4.20772
MEX,WHEAT,TONNE_HA,1999,4.631151
MEX,WHEAT,TONNE_HA,2000,4.935532
MEX,WHEAT,TONNE_HA,2001,4.7660494
MEX,WHEAT,TONNE_HA,2002,5.0998917
MEX,WHEAT,TONNE_HA,2003,4.4914117
MEX,WHEAT,TONNE_HA,2004,4.47834
MEX,WHEAT,TONNE_HA,2005,4.751694
MEX,WHEAT,TONNE_HA,2006,5.2274094
MEX,WHEAT,TONNE_HA,2007,5.0824027
MEX,WHEAT,TONNE_HA,2008,5.084366
MEX,WHEAT,TONNE_HA,2009,4.9687624
MEX,WHEAT,TONNE_HA,2010,5.418451
MEX,WHEAT,TONNE_HA,2011,5.477792
MEX,WHEAT,TONNE_HA,2012,5.656757
MEX,WHEAT,TONNE_HA,2013,5.2934246
MEX,WHEAT,TONNE_HA,2014,5.1935415
MEX,WHEAT,TONNE_HA,2015,4.5256486
MEX,WHEAT,TONNE_HA,2016,4.7418547
MEX,WHEAT,TONNE_HA,2017,4.8203483
MEX,WHEAT,TONNE_HA,2018,4.869531
MEX,WHEAT,TONNE_HA,2019,4.901934
MEX,WHEAT,TONNE_HA,2020,4.9477835
MEX,WHEAT,TONNE_HA,2021,4.995337
MEX,WHEAT,TONNE_HA,2022,5.0372324
MEX,WHEAT,TONNE_HA,2023,5.0782533
NZL,WHEAT,TONNE_HA,1990,4.8149333
NZL,WHEAT,TONNE_HA,1991,5.0543427
NZL,WHEAT,TONNE_HA,1992,5.3697658
NZL,WHEAT,TONNE_HA,1993,5.436487
NZL,WHEAT,TONNE_HA,1994,4.6822696
NZL,WHEAT,TONNE_HA,1995,5.5334187
NZL,WHEAT,TONNE_HA,1996,5.4942503
NZL,WHEAT,TONNE_HA,1997,5.9045677
NZL,WHEAT,TONNE_HA,1998,5.3333774
NZL,WHEAT,TONNE_HA,1999,6.635997
NZL,WHEAT,TONNE_HA,2000,7.428571
NZL,WHEAT,TONNE_HA,2001,7.144526
NZL,WHEAT,TONNE_HA,2002,7.4845343
NZL,WHEAT,TONNE_HA,2003,6.5501
NZL,WHEAT,TONNE_HA,2004,8.092021
NZL,WHEAT,TONNE_HA,2005,6.8963175
NZL,WHEAT,TONNE_HA,2006,8.496572
NZL,WHEAT,TONNE_HA,2007,8.112035
NZL,WHEAT,TONNE_HA,2008,7.4917927
NZL,WHEAT,TONNE_HA,2009,8.124064
NZL,WHEAT,TONNE_HA,2010,7.2857957
NZL,WHEAT,TONNE_HA,2011,8.924457
NZL,WHEAT,TONNE_HA,2012,9.105307
NZL,WHEAT,TONNE_HA,2013,8.626742
NZL,WHEAT,TONNE_HA,2014,8.672182
NZL,WHEAT,TONNE_HA,2015,9.130211
NZL,WHEAT,TONNE_HA,2016,9.053444
NZL,WHEAT,TONNE_HA,2017,8.951945
NZL,WHEAT,TONNE_HA,2018,9.009684
NZL,WHEAT,TONNE_HA,2019,9.056589
NZL,WHEAT,TONNE_HA,2020,9.1125965
NZL,WHEAT,TONNE_HA,2021,9.170993
NZL,WHEAT,TONNE_HA,2022,9.226257
NZL,WHEAT,TONNE_HA,2023,9.279765
TUR,RICE,TONNE_HA,1990,3.0000002
TUR,RICE,TONNE_HA,1991,2.8500001
TUR,RICE,TONNE_HA,1992,3
TUR,RICE,TONNE_HA,1993,3
TUR,RICE,TONNE_HA,1994,2.9268293
TUR,RICE,TONNE_HA,1995,2.4
TUR,RICE,TONNE_HA,1996,3.0545454
TUR,RICE,TONNE_HA,1997,3
TUR,RICE,TONNE_HA,1998,3.15
TUR,RICE,TONNE_HA,1999,3.1384616
TUR,RICE,TONNE_HA,2000,3.6206899
TUR,RICE,TONNE_HA,2001,3.661017
TUR,RICE,TONNE_HA,2002,3.6000001
TUR,RICE,TONNE_HA,2003,3.4338462
TUR,RICE,TONNE_HA,2004,4.2
TUR,RICE,TONNE_HA,2005,4.2352943
TUR,RICE,TONNE_HA,2006,4.2181816
TUR,RICE,TONNE_HA,2007,4.1361704
TUR,RICE,TONNE_HA,2008,4.518
TUR,RICE,TONNE_HA,2009,4.66805
TUR,RICE,TONNE_HA,2010,5.212121
TUR,RICE,TONNE_HA,2011,5.4325957
TUR,RICE,TONNE_HA,2012,4.411028
TUR,RICE,TONNE_HA,2013,4.882459
TUR,RICE,TONNE_HA,2014,4.5814166
TUR,RICE,TONNE_HA,2015,4.762727
TUR,RICE,TONNE_HA,2016,4.677966
TUR,RICE,TONNE_HA,2017,4.7247458
TUR,RICE,TONNE_HA,2018,4.7685943
TUR,RICE,TONNE_HA,2019,4.813813
TUR,RICE,TONNE_HA,2020,4.864843
TUR,RICE,TONNE_HA,2021,4.9124823
TUR,RICE,TONNE_HA,2022,4.9623775
TUR,RICE,TONNE_HA,2023,5.011371
TUR,WHEAT,TONNE_HA,1990,2.1227736
TUR,WHEAT,TONNE_HA,1991,2.1274223
TUR,WHEAT,TONNE_HA,1992,2.0392694
TUR,WHEAT,TONNE_HA,1993,2.1630301
TUR,WHEAT,TONNE_HA,1994,1.7871429
TUR,WHEAT,TONNE_HA,1995,1.9164894
TUR,WHEAT,TONNE_HA,1996,1.9802139
TUR,WHEAT,TONNE_HA,1997,1.996788
TUR,WHEAT,TONNE_HA,1998,2.2340426
TUR,WHEAT,TONNE_HA,1999,2.0809247
TUR,WHEAT,TONNE_HA,2000,2.235
TUR,WHEAT,TONNE_HA,2001,2.0328343
TUR,WHEAT,TONNE_HA,2002,2.096774
TUR,WHEAT,TONNE_HA,2003,2.087912
TUR,WHEAT,TONNE_HA,2004,2.2580645
TUR,WHEAT,TONNE_HA,2005,2.3243244
TUR,WHEAT,TONNE_HA,2006,2.3568904
TUR,WHEAT,TONNE_HA,2007,2.1281798
TUR,WHEAT,TONNE_HA,2008,2.1988876
TUR,WHEAT,TONNE_HA,2009,2.5432098
TUR,WHEAT,TONNE_HA,2010,2.4279897
TUR,WHEAT,TONNE_HA,2011,2.6926877
TUR,WHEAT,TONNE_HA,2012,2.6693227
TUR,WHEAT,TONNE_HA,2013,2.8367426
TUR,WHEAT,TONNE_HA,2014,2.399293
TUR,WHEAT,TONNE_HA,2015,2.8664925
TUR,WHEAT,TONNE_HA,2016,2.6274035
TUR,WHEAT,TONNE_HA,2017,2.6668127
TUR,WHEAT,TONNE_HA,2018,2.7082498
TUR,WHEAT,TONNE_HA,2019,2.7465303
TUR,WHEAT,TONNE_HA,2020,2.7885005
TUR,WHEAT,TONNE_HA,2021,2.8314054
TUR,WHEAT,TONNE_HA,2022,2.8736174
TUR,WHEAT,TONNE_HA,2023,2.9163325
USA,RICE,TONNE_HA,1990,4.3136797
USA,RICE,TONNE_HA,1991,4.468591
USA,RICE,TONNE_HA,1992,4.473428
USA,RICE,TONNE_HA,1993,4.3012066
USA,RICE,TONNE_HA,1994,4.6510177
USA,RICE,TONNE_HA,1995,4.3835473
USA,RICE,TONNE_HA,1996,4.77414
USA,RICE,TONNE_HA,1997,4.6007133
USA,RICE,TONNE_HA,1998,4.4167113
USA,RICE,TONNE_HA,1999,4.575816
USA,RICE,TONNE_HA,2000,4.897828
USA,RICE,TONNE_HA,2001,5.0681257
USA,RICE,TONNE_HA,2002,5.1326227
USA,RICE,TONNE_HA,2003,5.2043777
USA,RICE,TONNE_HA,2004,5.454199
USA,RICE,TONNE_HA,2005,5.184481
USA,RICE,TONNE_HA,2006,5.345402
USA,RICE,TONNE_HA,2007,5.628139
USA,RICE,TONNE_HA,2008,5.332497
USA,RICE,TONNE_HA,2009,5.533748
USA,RICE,TONNE_HA,2010,5.238805
USA,RICE,TONNE_HA,2011,5.5054326
USA,RICE,TONNE_HA,2012,5.8071623
USA,RICE,TONNE_HA,2013,6.0008464
USA,RICE,TONNE_HA,2014,5.916056
USA,RICE,TONNE_HA,2015,5.816187
USA,RICE,TONNE_HA,2016,5.6394405
USA,RICE,TONNE_HA,2017,5.8431325
USA,RICE,TONNE_HA,2018,5.870731
USA,RICE,TONNE_HA,2019,5.898915
USA,RICE,TONNE_HA,2020,5.929741
USA,RICE,TONNE_HA,2021,5.958851
USA,RICE,TONNE_HA,2022,5.988993
USA,RICE,TONNE_HA,2023,6.018665
USA,WHEAT,TONNE_HA,1990,2.6568787
USA,WHEAT,TONNE_HA,1991,2.3038948
USA,WHEAT,TONNE_HA,1992,2.6416793
USA,WHEAT,TONNE_HA,1993,2.5703745
USA,WHEAT,TONNE_HA,1994,2.5257578
USA,WHEAT,TONNE_HA,1995,2.410249
USA,WHEAT,TONNE_HA,1996,2.4388478
USA,WHEAT,TONNE_HA,1997,2.6574168
USA,WHEAT,TONNE_HA,1998,2.9034615
USA,WHEAT,TONNE_HA,1999,2.8688343
USA,WHEAT,TONNE_HA,2000,2.8220499
USA,WHEAT,TONNE_HA,2001,2.70034
USA,WHEAT,TONNE_HA,2002,2.3773134
USA,WHEAT,TONNE_HA,2003,2.969979
USA,WHEAT,TONNE_HA,2004,2.9025953
USA,WHEAT,TONNE_HA,2005,2.825657
USA,WHEAT,TONNE_HA,2006,2.6038585
USA,WHEAT,TONNE_HA,2007,2.725683
USA,WHEAT,TONNE_HA,2008,3.0172834
USA,WHEAT,TONNE_HA,2009,2.9892762
USA,WHEAT,TONNE_HA,2010,3.1181746
USA,WHEAT,TONNE_HA,2011,2.9417222
USA,WHEAT,TONNE_HA,2012,3.1035132
USA,WHEAT,TONNE_HA,2013,3.169602
USA,WHEAT,TONNE_HA,2014,2.9364762
USA,WHEAT,TONNE_HA,2015,2.931788
USA,WHEAT,TONNE_HA,2016,3.5387714
USA,WHEAT,TONNE_HA,2017,3.167603
USA,WHEAT,TONNE_HA,2018,3.1948829
USA,WHEAT,TONNE_HA,2019,3.2211437
USA,WHEAT,TONNE_HA,2020,3.2485762
USA,WHEAT,TONNE_HA,2021,3.274653
USA,WHEAT,TONNE_HA,2022,3.3017843
USA,WHEAT,TONNE_HA,2023,3.3288486
DZA,RICE,TONNE_HA,1990,0.6999999
DZA,RICE,TONNE_HA,1991,0.6999999
DZA,RICE,TONNE_HA,1992,0.6999999
DZA,RICE,TONNE_HA,1993,0.6999999
DZA,RICE,TONNE_HA,1994,0.6999999
DZA,RICE,TONNE_HA,1995,0.6999999
DZA,RICE,TONNE_HA,1996,0.6999999
DZA,RICE,TONNE_HA,1997,0.6999999
DZA,RICE,TONNE_HA,1998,0.6999999
DZA,RICE,TONNE_HA,1999,0.6999999
DZA,RICE,TONNE_HA,2000,0.6999999
DZA,RICE,TONNE_HA,2001,0.6999999
DZA,RICE,TONNE_HA,2002,0.6999999
DZA,RICE,TONNE_HA,2003,0.6999999
DZA,RICE,TONNE_HA,2004,0.6999999
DZA,RICE,TONNE_HA,2005,0.6999999
DZA,RICE,TONNE_HA,2006,0.6999999
DZA,RICE,TONNE_HA,2007,0.6999999
DZA,RICE,TONNE_HA,2008,0.6999999
DZA,RICE,TONNE_HA,2009,0.6999999
DZA,RICE,TONNE_HA,2010,0.6999999
DZA,RICE,TONNE_HA,2011,0.6999999
DZA,RICE,TONNE_HA,2012,0.6999999
DZA,RICE,TONNE_HA,2013,0.6999999
DZA,RICE,TONNE_HA,2014,0.6999999
DZA,RICE,TONNE_HA,2015,0.6999999
DZA,RICE,TONNE_HA,2016,0.6999999
DZA,RICE,TONNE_HA,2017,0.7338123
DZA,RICE,TONNE_HA,2018,0.743661
DZA,RICE,TONNE_HA,2019,0.75569946
DZA,RICE,TONNE_HA,2020,0.76803815
DZA,RICE,TONNE_HA,2021,0.78029
DZA,RICE,TONNE_HA,2022,0.79300946
DZA,RICE,TONNE_HA,2023,0.804496
DZA,WHEAT,TONNE_HA,1990,0.63131315
DZA,WHEAT,TONNE_HA,1991,1.0809717
DZA,WHEAT,TONNE_HA,1992,0.99404764
DZA,WHEAT,TONNE_HA,1993,0.8103586
DZA,WHEAT,TONNE_HA,1994,0.7995521
DZA,WHEAT,TONNE_HA,1995,0.892326
DZA,WHEAT,TONNE_HA,1996,1.3089074
DZA,WHEAT,TONNE_HA,1997,0.80242425
DZA,WHEAT,TONNE_HA,1998,0.8847497
